tree depth,extra +0s per node,term size,term size+29,Rewrite_for,rewriting,rewriting (vm only),cbv;rewrite!,cbv;setoid_rewrite,cbv;rewrite_strat(topdown),cbv;rewrite_strat(bottomup)
8,888,454280,469128,4.047,3.747,3.695,,,,
8,889,454791,469639,4.055,3.752,3.703,,,,
9,444,455236,484932,4.163,3.895,3.851,,,,
8,890,455302,470150,4.064,3.764,3.716,,,,
8,891,455813,470661,4.068,3.763,3.719,,,,
9,445,456259,485955,4.192,3.907,3.859,,,,
8,892,456324,471172,4.076,3.776,3.715,,,,
8,893,456835,471683,4.072,3.771,3.723,,,,
9,446,457282,486978,4.18,3.9,3.855,,,,
8,894,457346,472194,4.072,3.771,3.719,,,,
8,895,457857,472705,4.076,3.775,3.731,,,,
9,447,458305,488001,4.18,3.912,3.864,,,,
8,896,458368,473216,4.091,3.792,3.735,,,,
12,55,458697,696265,6.079,5.548,5.508,,,,
8,897,458879,473727,4.119,3.811,3.756,,,,
9,448,459328,489024,4.184,3.908,3.868,,,,
8,898,459390,474238,4.103,3.792,3.739,,,,
8,899,459901,474749,4.1,3.799,3.751,,,,
9,449,460351,490047,4.171,3.895,3.851,,,,
8,900,460412,475260,4.123,3.811,3.76,,,,
8,901,460923,475771,4.132,3.811,3.756,,,,
9,450,461374,491070,4.188,3.923,3.884,,,,
8,902,461434,476282,4.155,3.831,3.779,,,,
8,903,461945,476793,4.127,3.811,3.76,,,,
9,451,462397,492093,4.216,3.948,3.904,,,,
8,904,462456,477304,4.164,3.844,3.792,,,,
8,905,462967,477815,4.167,3.84,3.779,,,,
9,452,463420,493116,4.235,3.948,3.9,,,,
8,906,463478,478326,4.176,3.859,3.804,,,,
8,907,463989,478837,4.152,3.84,3.783,,,,
9,453,464443,494139,4.319,4.036,3.956,,,,
8,908,464500,479348,4.148,3.832,3.783,,,,
8,909,465011,479859,4.163,3.851,3.8,,,,
9,454,465466,495162,4.18,3.904,3.864,,,,
8,910,465522,480370,4.155,3.847,3.791,,,,
8,911,466033,480881,4.167,3.851,3.8,,,,
9,455,466489,496185,4.184,3.904,3.864,,,,
8,912,466544,481392,4.167,3.863,3.811,,,,
12,56,466888,704456,6.251,5.687,5.652,,,,
8,913,467055,481903,4.171,3.864,3.807,,,,
9,456,467512,497208,4.167,3.895,3.859,,,,
8,914,467566,482414,4.172,3.863,3.807,,,,
8,915,468077,482925,4.188,3.863,3.811,,,,
9,457,468535,498231,4.18,3.916,3.88,,,,
8,916,468588,483436,4.171,3.859,3.807,,,,
8,917,469099,483947,4.175,3.872,3.824,,,,
9,458,469558,499254,4.192,3.927,3.887,,,,
8,918,469610,484458,4.192,3.884,3.831,,,,
8,919,470121,484969,4.212,3.887,3.832,,,,
9,459,470581,500277,4.188,3.923,3.887,,,,
8,920,470632,485480,4.219,3.895,3.832,,,,
8,921,471143,485991,4.204,3.891,3.832,,,,
9,460,471604,501300,4.216,3.948,3.904,,,,
8,922,471654,486502,4.231,3.915,3.863,,,,
8,923,472165,487013,4.22,3.895,3.847,,,,
9,461,472627,502323,4.228,3.96,3.923,,,,
8,924,472676,487524,4.231,3.911,3.859,,,,
8,925,473187,488035,4.224,3.907,3.847,,,,
9,462,473650,503346,4.22,3.952,3.912,,,,
8,926,473698,488546,4.231,3.92,3.863,,,,
8,927,474209,489057,4.228,3.911,3.855,,,,
9,463,474673,504369,4.215,3.951,3.911,,,,
8,928,474720,489568,4.243,3.927,3.876,,,,
12,57,475079,712647,6.248,5.675,5.631,,,,
8,929,475231,490079,4.26,3.927,3.876,,,,
9,464,475696,505392,4.228,3.963,3.916,,,,
8,930,475742,490590,4.228,3.92,3.868,,,,
8,931,476253,491101,4.244,3.935,3.884,,,,
9,465,476719,506415,4.231,3.971,3.931,,,,
8,932,476764,491612,4.251,3.936,3.88,,,,
8,933,477275,492123,4.271,3.956,3.896,,,,
9,466,477742,507438,4.248,3.984,3.94,,,,
8,934,477786,492634,4.248,3.935,3.871,,,,
8,935,478297,493145,4.268,3.956,3.899,,,,
9,467,478765,508461,4.26,3.996,3.956,,,,
8,936,478808,493656,4.271,3.955,3.899,,,,
8,937,479319,494167,4.271,3.956,3.892,,,,
9,468,479788,509484,4.283,4.011,3.971,,,,
8,938,479830,494678,4.271,3.96,3.908,,,,
8,939,480341,495189,4.279,3.967,3.92,,,,
9,469,480811,510507,4.288,4.02,3.98,,,,
8,940,480852,495700,4.291,3.971,3.915,,,,
8,941,481363,496211,4.292,3.971,3.916,,,,
9,470,481834,511530,4.295,4.028,3.983,,,,
8,942,481874,496722,4.296,3.975,3.923,,,,
8,943,482385,497233,4.295,3.98,3.923,,,,
9,471,482857,512553,4.304,4.024,3.984,,,,
8,944,482896,497744,4.292,3.988,3.936,,,,
12,58,483270,720838,6.299,5.748,5.711,,,,
8,945,483407,498255,4.284,3.975,3.923,,,,
9,472,483880,513576,4.3,4.032,3.996,,,,
8,946,483918,498766,4.291,3.98,3.923,,,,
8,947,484429,499277,4.296,3.983,3.931,,,,
9,473,484903,514599,4.3,4.032,3.992,,,,
8,948,484940,499788,4.315,4.003,3.952,,,,
8,949,485451,500299,4.296,3.98,3.927,,,,
9,474,485926,515622,4.496,4.235,4.195,,,,
8,950,485962,500810,4.311,4.,3.944,,,,
8,951,486473,501321,4.311,3.992,3.94,,,,
9,475,486949,516645,4.387,4.123,4.079,,,,
8,952,486984,501832,4.32,4.007,3.956,,,,
8,953,487495,502343,4.315,4.,3.947,,,,
9,476,487972,517668,4.408,4.14,4.092,,,,
8,954,488006,502854,4.332,4.015,3.967,,,,
8,955,488517,503365,4.367,4.039,3.98,,,,
9,477,488995,518691,4.42,4.148,4.103,,,,
8,956,489028,503876,4.34,4.016,3.956,,,,
8,957,489539,504387,4.332,4.023,3.967,,,,
9,478,490018,519714,4.431,4.152,4.104,,,,
8,958,490050,504898,4.344,4.032,3.983,,,,
8,959,490561,505409,4.372,4.047,3.992,,,,
9,479,491041,520737,4.435,4.155,4.107,,,,
8,960,491072,505920,4.407,4.063,4.007,,,,
12,59,491461,729029,6.451,5.867,5.827,,,,
8,961,491583,506431,4.38,4.052,3.991,,,,
9,480,492064,521760,4.452,4.179,4.139,,,,
8,962,492094,506942,4.396,4.068,4.016,,,,
8,963,492605,507453,4.415,4.076,4.028,,,,
9,481,493087,522783,4.463,4.184,4.14,,,,
8,964,493116,507964,4.42,4.076,4.016,,,,
8,965,493627,508475,4.392,4.064,4.016,,,,
9,482,494110,523806,4.476,4.187,4.143,,,,
8,966,494138,508986,4.38,4.059,4.007,,,,
8,967,494649,509497,4.415,4.079,4.028,,,,
9,483,495133,524829,4.475,4.192,4.148,,,,
8,968,495160,510008,4.4,4.079,4.019,,,,
8,969,495671,510519,4.387,4.064,4.011,,,,
9,484,496156,525852,4.471,4.195,4.152,,,,
8,970,496182,511030,4.404,4.087,4.039,,,,
8,971,496693,511541,4.419,4.1,4.043,,,,
9,485,497179,526875,4.496,4.207,4.163,,,,
8,972,497204,512052,4.407,4.092,4.039,,,,
8,973,497715,512563,4.42,4.088,4.044,,,,
9,486,498202,527898,4.503,4.22,4.18,,,,
8,974,498226,513074,4.408,4.087,4.032,,,,
8,975,498737,513585,4.412,4.1,4.043,,,,
9,487,499225,528921,4.516,4.239,4.195,,,,
8,976,499248,514096,4.431,4.115,4.059,,,,
12,60,499652,737220,6.456,5.896,5.855,,,,
8,977,499759,514607,4.448,4.115,4.064,,,,
9,488,500248,529944,4.492,4.22,4.18,,,,
8,978,500270,515118,4.439,4.115,4.064,,,,
8,979,500781,515629,4.452,4.127,4.072,,,,
9,489,501271,530967,4.491,4.219,4.183,,,,
8,980,501292,516140,4.448,4.127,4.072,,,,
8,981,501803,516651,4.487,4.14,4.076,,,,
9,490,502294,531990,4.519,4.252,4.203,,,,
8,982,502314,517162,4.448,4.132,4.076,,,,
8,983,502825,517673,4.46,4.14,4.083,,,,
9,491,503317,533013,4.528,4.248,4.204,,,,
8,984,503336,518184,4.472,4.144,4.083,,,,
8,985,503847,518695,4.451,4.131,4.087,,,,
9,492,504340,534036,4.528,4.256,4.207,,,,
8,986,504358,519206,4.468,4.155,4.104,,,,
8,987,504869,519717,4.491,4.159,4.1,,,,
9,493,505363,535059,4.536,4.259,4.207,,,,
8,988,505380,520228,4.467,4.148,4.091,,,,
8,989,505891,520739,4.479,4.168,4.112,,,,
9,494,506386,536082,4.543,4.264,4.212,,,,
8,990,506402,521250,4.484,4.163,4.107,,,,
8,991,506913,521761,4.492,4.171,4.119,,,,
9,495,507409,537105,4.547,4.279,4.231,,,,
8,992,507424,522272,4.475,4.155,4.104,,,,
12,61,507843,745411,6.436,5.888,5.855,,,,
8,993,507935,522783,4.503,4.184,4.132,,,,
9,496,508432,538128,4.547,4.279,4.235,,,,
8,994,508446,523294,4.5,4.184,4.131,,,,
8,995,508957,523805,4.503,4.163,4.112,,,,
9,497,509455,539151,4.579,4.304,4.255,,,,
8,996,509468,524316,4.507,4.187,4.135,,,,
8,997,509979,524827,4.52,4.195,4.144,,,,
9,498,510478,540174,4.615,4.327,4.283,,,,
8,998,510490,525338,4.539,4.199,4.148,,,,
8,999,511001,525849,4.531,4.204,4.152,,,,
9,499,511501,541197,4.619,4.324,4.28,,,,
8,1000,511512,526360,4.528,4.199,4.147,,,,
9,500,512524,542220,4.631,4.344,4.304,,,,
9,501,513547,543243,4.688,4.368,4.316,,,,
9,502,514570,544266,4.648,4.355,4.311,,,,
9,503,515593,545289,4.64,4.356,4.307,,,,
12,62,516034,753602,6.596,6.015,5.983,,,,
9,504,516616,546312,4.655,4.384,4.332,,,,
9,505,517639,547335,4.659,4.376,4.328,,,,
9,506,518662,548358,4.64,4.364,4.324,,,,
9,507,519685,549381,4.671,4.391,4.347,,,,
9,508,520708,550404,4.668,4.387,4.344,,,,
9,509,521731,551427,4.655,4.38,4.336,,,,
9,510,522754,552450,4.675,4.408,4.372,,,,
9,511,523777,553473,4.708,4.423,4.38,,,,
12,63,524225,761793,6.615,6.063,6.031,,,,
16,3,524285,4325373,42.312,35.923,35.68,,,,
9,512,524800,554496,4.728,4.428,4.384,,,,
9,513,525823,555519,4.731,4.435,4.388,,,,
9,514,526846,556542,4.748,4.452,4.404,,,,
9,515,527869,557565,4.744,4.451,4.412,,,,
9,516,528892,558588,4.752,4.456,4.416,,,,
9,517,529915,559611,4.788,4.504,4.456,,,,
9,518,530938,560634,4.739,4.468,4.423,,,,
9,519,531961,561657,4.731,4.456,4.416,,,,
12,64,532416,769984,6.631,6.107,6.072,,,,
9,520,532984,562680,4.76,4.48,4.432,,,,
9,521,534007,563703,4.768,4.492,4.443,,,,
9,522,535030,564726,4.775,4.492,4.444,,,,
9,523,536053,565749,4.775,4.5,4.452,,,,
9,524,537076,566772,4.783,4.508,4.459,,,,
9,525,538099,567795,4.799,4.515,4.467,,,,
9,526,539122,568818,4.792,4.523,4.479,,,,
9,527,540145,569841,4.811,4.539,4.492,,,,
12,65,540607,778175,6.776,6.183,6.143,,,,
9,528,541168,570864,4.844,4.559,4.515,,,,
9,529,542191,571887,4.844,4.559,4.511,,,,
9,530,543214,572910,4.847,4.564,4.523,,,,
9,531,544237,573933,4.884,4.579,4.531,,,,
9,532,545260,574956,4.868,4.587,4.543,,,,
9,533,546283,575979,4.872,4.588,4.539,,,,
9,534,547306,577002,4.871,4.592,4.556,,,,
9,535,548329,578025,4.884,4.608,4.567,,,,
12,66,548798,786366,6.86,6.303,6.268,,,,
9,536,549352,579048,4.879,4.599,4.559,,,,
9,537,550375,580071,4.907,4.623,4.579,,,,
9,538,551398,581094,4.899,4.62,4.576,,,,
9,539,552421,582117,4.904,4.62,4.579,,,,
9,540,553444,583140,4.927,4.652,4.595,,,,
9,541,554467,584163,4.952,4.663,4.611,,,,
9,542,555490,585186,4.976,4.671,4.623,,,,
9,543,556513,586209,4.951,4.664,4.619,,,,
12,67,556989,794557,6.855,6.312,6.276,,,,
9,544,557536,587232,4.96,4.667,4.624,,,,
9,545,558559,588255,4.959,4.675,4.632,,,,
9,546,559582,589278,4.976,4.688,4.647,,,,
9,547,560605,590301,4.984,4.7,4.659,,,,
9,548,561628,591324,4.959,4.683,4.647,,,,
9,549,562651,592347,4.959,4.691,4.652,,,,
9,550,563674,593370,5.,4.708,4.668,,,,
9,551,564697,594393,5.011,4.727,4.683,,,,
12,68,565180,802748,6.915,6.375,6.339,,,,
9,552,565720,595416,5.023,4.739,4.7,,,,
9,553,566743,596439,5.02,4.727,4.683,,,,
9,554,567766,597462,5.02,4.735,4.692,,,,
9,555,568789,598485,5.036,4.751,4.708,,,,
9,556,569812,599508,5.059,4.775,4.731,,,,
9,557,570835,600531,5.059,4.78,4.735,,,,
9,558,571858,601554,5.072,4.788,4.743,,,,
9,559,572881,602577,5.084,4.792,4.739,,,,
12,69,573371,810939,7.084,6.515,6.475,,,,
9,560,573904,603600,5.095,4.807,4.764,,,,
9,561,574927,604623,5.12,4.811,4.764,,,,
9,562,575950,605646,5.099,4.811,4.768,,,,
9,563,576973,606669,5.096,4.82,4.78,,,,
9,564,577996,607692,5.099,4.823,4.78,,,,
9,565,579019,608715,5.12,4.835,4.796,,,,
9,566,580042,609738,5.128,4.84,4.799,,,,
9,567,581065,610761,5.123,4.832,4.791,,,,
12,70,581562,819130,7.079,6.516,6.475,,,,
9,568,582088,611784,5.128,4.86,4.816,,,,
9,569,583111,612807,5.159,4.872,4.827,,,,
9,570,584134,613830,5.175,4.884,4.835,,,,
9,571,585157,614853,5.164,4.867,4.827,,,,
9,572,586180,615876,5.151,4.863,4.827,,,,
9,573,587203,616899,5.148,4.876,4.827,,,,
9,574,588226,617922,5.168,4.891,4.847,,,,
9,575,589249,618945,5.167,4.891,4.847,,,,
12,71,589753,827321,7.148,6.603,6.559,,,,
9,576,590272,619968,5.176,4.899,4.863,,,,
9,577,591295,620991,5.2,4.924,4.879,,,,
9,578,592318,622014,5.243,4.939,4.896,,,,
9,579,593341,623037,5.232,4.956,4.912,,,,
9,580,594364,624060,5.208,4.932,4.887,,,,
9,581,595387,625083,5.224,4.956,4.912,,,,
9,582,596410,626106,5.243,4.959,4.92,,,,
9,583,597433,627129,5.252,4.968,4.927,,,,
12,72,597944,835512,7.312,6.724,6.684,,,,
9,584,598456,628152,5.252,4.971,4.927,,,,
9,585,599479,629175,5.283,4.995,4.952,,,,
9,586,600502,630198,5.279,4.995,4.952,,,,
9,587,601525,631221,5.3,5.003,4.963,,,,
9,588,602548,632244,5.299,5.004,4.959,,,,
9,589,603571,633267,5.296,5.02,4.972,,,,
9,590,604594,634290,5.304,5.02,4.971,,,,
9,591,605617,635313,5.323,5.036,4.992,,,,
12,73,606135,843703,7.279,6.724,6.687,,,,
9,592,606640,636336,5.344,5.051,5.004,,,,
9,593,607663,637359,5.335,5.047,5.004,,,,
9,594,608686,638382,5.344,5.06,5.015,,,,
9,595,609709,639405,5.355,5.068,5.023,,,,
9,596,610732,640428,5.372,5.084,5.043,,,,
9,597,611755,641451,5.368,5.075,5.028,,,,
9,598,612778,642474,5.379,5.099,5.055,,,,
9,599,613801,643497,5.4,5.111,5.072,,,,
12,74,614326,851894,7.288,6.759,6.72,,,,
9,600,614824,644520,5.399,5.112,5.064,,,,
9,601,615847,645543,5.395,5.111,5.067,,,,
9,602,616870,646566,5.412,5.123,5.076,,,,
9,603,617893,647589,5.427,5.139,5.095,,,,
9,604,618916,648612,5.427,5.139,5.087,,,,
9,605,619939,649635,5.436,5.159,5.111,,,,
9,606,620962,650658,5.468,5.192,5.148,,,,
9,607,621985,651681,5.495,5.2,5.147,,,,
12,75,622517,860085,7.519,6.927,6.887,,,,
9,608,623008,652704,5.507,5.195,5.147,,,,
9,609,624031,653727,5.495,5.207,5.156,,,,
9,610,625054,654750,5.532,5.228,5.183,,,,
9,611,626077,655773,5.547,5.231,5.179,,,,
9,612,627100,656796,5.531,5.231,5.18,,,,
9,613,628123,657819,5.524,5.228,5.18,,,,
9,614,629146,658842,5.531,5.235,5.195,,,,
9,615,630169,659865,5.539,5.252,5.204,,,,
12,76,630708,868276,7.543,6.955,6.912,,,,
9,616,631192,660888,5.568,5.272,5.224,,,,
9,617,632215,661911,5.556,5.255,5.207,,,,
9,618,633238,662934,5.556,5.263,5.216,,,,
9,619,634261,663957,5.575,5.28,5.236,,,,
9,620,635284,664980,5.579,5.283,5.236,,,,
9,621,636307,666003,5.604,5.303,5.264,,,,
9,622,637330,667026,5.631,5.316,5.268,,,,
9,623,638353,668049,5.64,5.324,5.272,,,,
12,77,638899,876467,7.504,6.963,6.923,,,,
9,624,639376,669072,5.623,5.327,5.275,,,,
9,625,640399,670095,5.644,5.34,5.288,,,,
9,626,641422,671118,5.664,5.352,5.304,,,,
9,627,642445,672141,5.644,5.34,5.288,,,,
9,628,643468,673164,5.636,5.347,5.304,,,,
9,629,644491,674187,5.659,5.368,5.316,,,,
9,630,645514,675210,5.683,5.367,5.319,,,,
9,631,646537,676233,5.675,5.379,5.332,,,,
12,78,647090,884658,7.611,7.035,6.995,,,,
9,632,647560,677256,5.688,5.384,5.332,,,,
9,633,648583,678279,5.668,5.371,5.323,,,,
9,634,649606,679302,5.603,5.307,5.263,,,,
9,635,650629,680325,5.595,5.311,5.268,,,,
9,636,651652,681348,5.623,5.332,5.287,,,,
9,637,652675,682371,5.619,5.34,5.296,,,,
9,638,653698,683394,5.639,5.347,5.304,,,,
9,639,654721,684417,5.644,5.355,5.316,,,,
12,79,655281,892849,7.676,7.144,7.111,,,,
9,640,655744,685440,5.639,5.351,5.304,,,,
9,641,656767,686463,5.675,5.38,5.332,,,,
9,642,657790,687486,5.664,5.384,5.335,,,,
9,643,658813,688509,5.667,5.379,5.332,,,,
9,644,659836,689532,5.684,5.396,5.356,,,,
9,645,660859,690555,5.695,5.412,5.36,,,,
9,646,661882,691578,5.7,5.408,5.363,,,,
9,647,662905,692601,5.688,5.408,5.363,,,,
12,80,663472,901040,7.724,7.175,7.135,,,,
9,648,663928,693624,5.712,5.428,5.384,,,,
9,649,664951,694647,5.719,5.427,5.384,,,,
9,650,665974,695670,5.727,5.443,5.399,,,,
9,651,666997,696693,5.748,5.448,5.399,,,,
9,652,668020,697716,5.747,5.459,5.416,,,,
9,653,669043,698739,5.768,5.471,5.423,,,,
9,654,670066,699762,5.768,5.471,5.423,,,,
9,655,671089,700785,5.796,5.492,5.443,,,,
12,81,671663,909231,7.807,7.244,7.208,,,,
9,656,672112,701808,5.771,5.476,5.435,,,,
9,657,673135,702831,5.78,5.503,5.456,,,,
9,658,674158,703854,5.816,5.528,5.479,,,,
9,659,675181,704877,5.827,5.528,5.484,,,,
9,660,676204,705900,5.82,5.516,5.471,,,,
9,661,677227,706923,5.831,5.543,5.5,,,,
9,662,678250,707946,5.852,5.559,5.512,,,,
9,663,679273,708969,5.863,5.563,5.512,,,,
12,82,679854,917422,7.967,7.395,7.351,,,,
9,664,680296,709992,5.852,5.567,5.523,,,,
9,665,681319,711015,5.864,5.572,5.532,,,,
9,666,682342,712038,5.855,5.576,5.523,,,,
9,667,683365,713061,5.851,5.564,5.515,,,,
9,668,684388,714084,5.868,5.591,5.543,,,,
9,669,685411,715107,5.9,5.6,5.555,,,,
9,670,686434,716130,5.899,5.611,5.567,,,,
9,671,687457,717153,5.896,5.599,5.555,,,,
12,83,688045,925613,7.956,7.395,7.351,,,,
9,672,688480,718176,5.923,5.628,5.583,,,,
9,673,689503,719199,5.932,5.628,5.583,,,,
9,674,690526,720222,5.92,5.632,5.587,,,,
9,675,691549,721245,5.927,5.639,5.592,,,,
9,676,692572,722268,5.948,5.659,5.612,,,,
9,677,693595,723291,5.976,5.671,5.623,,,,
9,678,694618,724314,5.948,5.659,5.615,,,,
9,679,695641,725337,5.956,5.663,5.619,,,,
12,84,696236,933804,7.988,7.44,7.395,,,,
9,680,696664,726360,5.975,5.68,5.639,,,,
9,681,697687,727383,5.976,5.684,5.636,,,,
9,682,698710,728406,5.979,5.688,5.639,,,,
9,683,699733,729429,6.004,5.711,5.664,,,,
9,684,700756,730452,5.991,5.695,5.652,,,,
9,685,701779,731475,6.02,5.727,5.684,,,,
9,686,702802,732498,6.028,5.731,5.683,,,,
9,687,703825,733521,6.023,5.731,5.687,,,,
12,85,704427,941995,8.196,7.604,7.56,,,,
9,688,704848,734544,6.007,5.72,5.68,,,,
9,689,705871,735567,6.04,5.752,5.711,,,,
9,690,706894,736590,6.067,5.772,5.719,,,,
9,691,707917,737613,6.079,5.771,5.728,,,,
9,692,708940,738636,6.064,5.772,5.731,,,,
9,693,709963,739659,6.083,5.791,5.744,,,,
9,694,710986,740682,6.087,5.791,5.744,,,,
9,695,712009,741705,6.092,5.796,5.747,,,,
12,86,712618,950186,8.155,7.579,7.535,,,,
9,696,713032,742728,6.103,5.804,5.756,,,,
9,697,714055,743751,6.119,5.819,5.771,,,,
9,698,715078,744774,6.128,5.832,5.784,,,,
9,699,716101,745797,6.112,5.819,5.768,,,,
9,700,717124,746820,6.123,5.836,5.791,,,,
9,701,718147,747843,6.159,5.859,5.811,,,,
9,702,719170,748866,6.131,5.843,5.788,,,,
9,703,720193,749889,6.163,5.86,5.811,,,,
12,87,720809,958377,8.172,7.639,7.604,,,,
9,704,721216,750912,6.152,5.855,5.815,,,,
9,705,722239,751935,6.172,5.879,5.835,,,,
9,706,723262,752958,6.167,5.876,5.832,,,,
9,707,724285,753981,6.195,5.896,5.847,,,,
9,708,725308,755004,6.183,5.888,5.847,,,,
9,709,726331,756027,6.235,5.927,5.88,,,,
9,710,727354,757050,6.224,5.915,5.871,,,,
9,711,728377,758073,6.247,5.943,5.896,,,,
12,88,729000,966568,8.403,7.803,7.759,,,,
9,712,729400,759096,6.264,5.956,5.907,,,,
9,713,730423,760119,6.255,5.956,5.904,,,,
9,714,731446,761142,6.244,5.952,5.903,,,,
9,715,732469,762165,6.272,5.968,5.915,,,,
9,716,733492,763188,6.264,5.971,5.923,,,,
9,717,734515,764211,6.292,5.987,5.94,,,,
9,718,735538,765234,6.287,5.984,5.935,,,,
9,719,736561,766257,6.312,6.,5.948,,,,
12,89,737191,974759,8.355,7.799,7.755,,,,
9,720,737584,767280,6.291,5.995,5.948,,,,
9,721,738607,768303,6.296,5.995,5.948,,,,
9,722,739630,769326,6.304,6.003,5.956,,,,
9,723,740653,770349,6.327,6.02,5.976,,,,
9,724,741676,771372,6.319,6.028,5.976,,,,
9,725,742699,772395,6.327,6.031,5.987,,,,
9,726,743722,773418,6.335,6.04,5.992,,,,
9,727,744745,774441,6.355,6.064,6.02,,,,
12,90,745382,982950,8.411,7.855,7.819,,,,
9,728,745768,775464,6.368,6.064,6.015,,,,
9,729,746791,776487,6.384,6.084,6.036,,,,
9,730,747814,777510,6.372,6.072,6.015,,,,
9,731,748837,778533,6.367,6.072,6.031,,,,
9,732,749860,779556,6.391,6.104,6.059,,,,
9,733,750883,780579,6.387,6.092,6.036,,,,
9,734,751906,781602,6.412,6.111,6.063,,,,
9,735,752929,782625,6.412,6.108,6.056,,,,
12,91,753573,991141,8.516,7.932,7.891,,,,
9,736,753952,783648,6.424,6.128,6.084,,,,
9,737,754975,784671,6.435,6.136,6.083,,,,
9,738,755998,785694,6.42,6.123,6.084,,,,
9,739,757021,786717,6.44,6.147,6.103,,,,
9,740,758044,787740,6.451,6.148,6.1,,,,
9,741,759067,788763,6.456,6.155,6.104,,,,
9,742,760090,789786,6.468,6.175,6.127,,,,
9,743,761113,790809,6.463,6.171,6.123,,,,
12,92,761764,999332,8.572,8.008,7.968,,,,
9,744,762136,791832,6.487,6.188,6.14,,,,
9,745,763159,792855,6.507,6.203,6.155,,,,
9,746,764182,793878,6.511,6.208,6.164,,,,
9,747,765205,794901,6.504,6.203,6.155,,,,
9,748,766228,795924,6.507,6.211,6.164,,,,
9,749,767251,796947,6.531,6.224,6.175,,,,
9,750,768274,797970,6.532,6.239,6.192,,,,
9,751,769297,798993,6.54,6.239,6.188,,,,
12,93,769955,1007523,8.591,8.039,8.,,,,
9,752,770320,800016,6.539,6.239,6.192,,,,
9,753,771343,801039,6.548,6.247,6.2,,,,
9,754,772366,802062,6.547,6.248,6.204,,,,
9,755,773389,803085,6.548,6.256,6.211,,,,
9,756,774412,804108,6.572,6.275,6.227,,,,
9,757,775435,805131,6.587,6.283,6.239,,,,
9,758,776458,806154,6.608,6.304,6.252,,,,
9,759,777481,807177,6.615,6.311,6.264,,,,
12,94,778146,1015714,8.684,8.115,8.076,,,,
9,760,778504,808200,6.652,6.344,6.291,,,,
9,761,779527,809223,6.663,6.335,6.28,,,,
9,762,780550,810246,6.647,6.348,6.299,,,,
9,763,781573,811269,6.664,6.355,6.308,,,,
9,764,782596,812292,6.635,6.343,6.296,,,,
9,765,783619,813315,6.664,6.36,6.311,,,,
9,766,784642,814338,6.671,6.368,6.315,,,,
9,767,785665,815361,6.664,6.355,6.311,,,,
12,95,786337,1023905,8.851,8.24,8.196,,,,
9,768,786688,816384,6.671,6.38,6.332,,,,
9,769,787711,817407,6.688,6.384,6.336,,,,
9,770,788734,818430,6.695,6.387,6.344,,,,
9,771,789757,819453,6.703,6.396,6.343,,,,
9,772,790780,820476,6.692,6.396,6.347,,,,
9,773,791803,821499,6.703,6.399,6.351,,,,
9,774,792826,822522,6.731,6.432,6.384,,,,
9,775,793849,823545,6.771,6.443,6.396,,,,
12,96,794528,1032096,8.783,8.231,8.196,,,,
9,776,794872,824568,6.752,6.432,6.379,,,,
9,777,795895,825591,6.731,6.435,6.391,,,,
9,778,796918,826614,6.772,6.46,6.412,,,,
9,779,797941,827637,6.768,6.463,6.416,,,,
9,780,798964,828660,6.788,6.476,6.424,,,,
9,781,799987,829683,6.791,6.487,6.435,,,,
9,782,801010,830706,6.796,6.492,6.443,,,,
9,783,802033,831729,6.788,6.484,6.436,,,,
12,97,802719,1040287,8.843,8.296,8.255,,,,
9,784,803056,832752,6.795,6.492,6.448,,,,
9,785,804079,833775,6.816,6.512,6.463,,,,
9,786,805102,834798,6.816,6.515,6.463,,,,
9,787,806125,835821,6.847,6.536,6.484,,,,
9,788,807148,836844,6.86,6.551,6.503,,,,
9,789,808171,837867,6.819,6.519,6.476,,,,
9,790,809194,838890,6.847,6.551,6.504,,,,
9,791,810217,839913,6.868,6.56,6.512,,,,
12,98,810910,1048478,9.019,8.447,8.399,,,,
9,792,811240,840936,6.863,6.548,6.5,,,,
9,793,812263,841959,6.888,6.576,6.523,,,,
9,794,813286,842982,6.871,6.568,6.528,,,,
9,795,814309,844005,6.912,6.6,6.552,,,,
9,796,815332,845028,6.891,6.579,6.54,,,,
9,797,816355,846051,6.927,6.623,6.567,,,,
9,798,817378,847074,6.924,6.612,6.559,,,,
9,799,818401,848097,6.923,6.619,6.568,,,,
12,99,819101,1056669,9.019,8.427,8.392,,,,
9,800,819424,849120,6.915,6.611,6.563,,,,
9,801,820447,850143,6.94,6.631,6.579,,,,
9,802,821470,851166,6.932,6.631,6.587,,,,
9,803,822493,852189,6.936,6.639,6.596,,,,
9,804,823516,853212,6.96,6.656,6.612,,,,
9,805,824539,854235,6.968,6.667,6.62,,,,
9,806,825562,855258,6.992,6.688,6.64,,,,
9,807,826585,856281,7.02,6.699,6.648,,,,
12,100,827292,1064860,9.043,8.5,8.459,,,,
9,808,827608,857304,7.02,6.691,6.647,,,,
9,809,828631,858327,7.043,6.728,6.675,,,,
9,810,829654,859350,7.036,6.716,6.671,,,,
9,811,830677,860373,7.036,6.719,6.672,,,,
9,812,831700,861396,7.051,6.727,6.676,,,,
9,813,832723,862419,7.056,6.739,6.688,,,,
9,814,833746,863442,7.051,6.747,6.7,,,,
9,815,834769,864465,7.064,6.747,6.7,,,,
9,816,835792,865488,7.087,6.775,6.727,,,,
9,817,836815,866511,7.095,6.784,6.736,,,,
