list length,iteration count,term size,Rewrite_for,rewriting,rewriting (vm only),"rewrite_strat(topdown,bottomup)","rewrite_strat(bottomup,bottomup)",cps+vm_compute,setoid_rewrite
50,68,3400,2.5,0.751,0.735,,,0.015,
68,50,3400,2.596,0.788,0.768,,,0.019,
85,40,3400,2.643,0.768,0.748,,,0.016,
100,34,3400,2.728,0.86,0.84,,,0.015,
136,25,3400,,0.804,0.779,,,0.015,
27,126,3402,,0.76,0.739,,,0.012,
42,81,3402,2.579,0.8,0.775,,,0.011,
54,63,3402,2.507,0.832,0.811,,,0.016,
63,54,3402,2.532,0.839,0.819,,,0.012,
81,42,3402,2.555,0.819,0.792,,,0.011,
126,27,3402,,0.828,0.807,,,0.016,
41,83,3403,2.608,0.807,0.787,,,0.015,
83,41,3403,2.556,0.768,0.748,,,0.011,
23,148,3404,,0.771,0.752,,,0.015,
37,92,3404,2.731,0.887,0.867,,,0.012,
46,74,3404,2.559,0.787,0.764,,,0.011,
74,46,3404,2.512,0.764,0.744,,,0.016,
92,37,3404,2.639,0.816,0.804,,,0.015,
148,23,3404,,0.815,0.795,,,0.015,
26,131,3406,,0.76,0.739,,,0.012,
131,26,3406,,0.811,0.787,,,0.015,
24,142,3408,,0.86,0.84,,,0.015,
48,71,3408,2.527,0.831,0.815,,,0.012,
71,48,3408,2.628,0.807,0.784,,,0.012,
142,24,3408,,0.831,0.811,,,0.019,
31,110,3410,2.591,0.824,0.799,,,0.015,
55,62,3410,2.643,0.764,0.739,,,0.016,
62,55,3410,2.548,0.764,0.739,,,0.011,
110,31,3410,2.652,0.835,0.816,,,0.011,
28,122,3416,,0.787,0.764,,,0.012,
56,61,3416,2.483,0.764,0.739,,,0.019,
61,56,3416,2.5,0.768,0.747,,,0.015,
122,28,3416,,0.796,0.776,,,0.016,
51,67,3417,2.559,0.768,0.747,,,0.007,
67,51,3417,2.68,0.768,0.748,,,0.012,
30,114,3420,2.512,0.811,0.791,,,0.012,
36,95,3420,2.755,0.915,0.896,,,0.019,
38,90,3420,2.528,0.811,0.792,,,0.011,
45,76,3420,2.555,0.811,0.792,,,0.016,
57,60,3420,2.507,0.795,0.771,,,0.011,
60,57,3420,2.559,0.8,0.779,,,0.012,
76,45,3420,2.752,0.78,0.764,,,0.012,
90,38,3420,2.612,0.771,0.751,,,0.019,
95,36,3420,2.788,0.867,0.847,,,0.012,
114,30,3420,2.688,0.863,0.84,,,0.012,
29,118,3422,,0.76,0.735,,,0.011,
58,59,3422,2.543,0.775,0.751,,,0.016,
59,58,3422,2.547,0.76,0.74,,,0.015,
118,29,3422,,0.791,0.775,,,0.019,
32,107,3424,2.604,0.815,0.796,,,0.015,
107,32,3424,2.687,0.835,0.815,,,0.016,
25,137,3425,,0.847,0.831,,,0.011,
137,25,3425,,0.836,0.816,,,0.012,
23,149,3427,,0.807,0.787,,,0.012,
149,23,3427,,0.847,0.827,,,0.015,
27,127,3429,,0.764,0.74,,,0.011,
127,27,3429,,0.8,0.779,,,0.012,
35,98,3430,2.712,0.887,0.864,,,0.011,
49,70,3430,2.448,0.792,0.771,,,0.015,
70,49,3430,2.695,0.775,0.751,,,0.016,
98,35,3430,2.787,0.895,0.872,,,0.015,
47,73,3431,2.728,0.771,0.752,,,0.015,
73,47,3431,2.528,0.768,0.747,,,0.012,
24,143,3432,,0.811,0.791,,,0.011,
26,132,3432,,0.86,0.839,,,0.011,
33,104,3432,2.668,0.847,0.823,,,0.016,
39,88,3432,2.536,0.819,0.8,,,0.011,
44,78,3432,2.572,0.796,0.771,,,0.015,
52,66,3432,2.671,0.807,0.791,,,0.016,
66,52,3432,2.6,0.771,0.747,,,0.011,
78,44,3432,2.564,0.768,0.748,,,0.012,
88,39,3432,2.591,0.787,0.771,,,0.02,
104,33,3432,2.72,0.844,0.824,,,0.015,
132,26,3432,,0.795,0.775,,,0.015,
143,24,3432,,0.815,0.792,,,0.016,
34,101,3434,2.547,0.812,0.791,,,0.011,
101,34,3434,2.86,0.932,0.907,,,0.011,
40,86,3440,2.579,0.795,0.775,,,0.016,
43,80,3440,2.672,0.836,0.82,,,0.012,
80,43,3440,2.652,0.844,0.823,,,0.015,
86,40,3440,2.684,0.804,0.784,,,0.016,
31,111,3441,2.655,0.852,0.831,,,0.015,
37,93,3441,2.675,0.823,0.807,,,0.011,
93,37,3441,2.704,0.847,0.824,,,0.019,
111,31,3441,2.659,0.86,0.832,,,0.016,
28,123,3444,,0.783,0.764,,,0.011,
41,84,3444,2.523,0.787,0.764,,,0.011,
42,82,3444,2.552,0.76,0.744,,,0.012,
82,42,3444,2.703,0.776,0.751,,,0.015,
84,41,3444,2.684,0.788,0.768,,,0.015,
123,28,3444,,0.796,0.779,,,0.012,
53,65,3445,2.576,0.771,0.752,,,0.011,
65,53,3445,2.572,0.843,0.823,,,0.015,
23,150,3450,,0.851,0.836,,,0.016,
25,138,3450,,0.828,0.804,,,0.011,
30,115,3450,2.764,0.916,0.9,,,0.015,
46,75,3450,2.552,0.824,0.799,,,0.012,
50,69,3450,2.631,0.76,0.739,,,0.011,
69,50,3450,2.699,0.771,0.748,,,0.015,
75,46,3450,2.576,0.78,0.76,,,0.016,
115,30,3450,2.731,0.884,0.864,,,0.015,
138,25,3450,,0.807,0.787,,,0.011,
150,23,3450,,0.807,0.787,,,0.016,
29,119,3451,,0.768,0.748,,,0.011,
119,29,3451,,0.807,0.783,,,0.015,
24,144,3456,,0.788,0.763,,,0.016,
27,128,3456,,0.864,0.844,,,0.028,
32,108,3456,2.704,0.844,0.82,,,0.011,
36,96,3456,2.704,0.832,0.807,,,0.011,
48,72,3456,2.564,0.8,0.779,,,0.012,
54,64,3456,2.547,0.811,0.791,,,0.015,
64,54,3456,2.647,0.78,0.755,,,0.015,
72,48,3456,2.679,0.771,0.751,,,0.02,
96,36,3456,2.695,0.847,0.823,,,0.015,
108,32,3456,2.835,0.936,0.915,,,0.015,
128,27,3456,,0.811,0.787,,,0.015,
144,24,3456,,0.811,0.788,,,0.016,
26,133,3458,,0.775,0.756,,,0.015,
38,91,3458,2.7,0.871,0.852,,,0.015,
91,38,3458,2.688,0.844,0.824,,,0.012,
133,26,3458,,0.88,0.859,,,0.011,
33,105,3465,2.647,0.827,0.811,,,0.012,
35,99,3465,2.672,0.824,0.799,,,0.012,
45,77,3465,2.659,0.796,0.776,,,0.015,
55,63,3465,2.6,0.811,0.791,,,0.024,
63,55,3465,2.564,0.788,0.764,,,0.016,
77,45,3465,2.675,0.775,0.755,,,0.015,
99,35,3465,2.819,0.923,0.903,,,0.015,
105,33,3465,2.728,0.844,0.824,,,0.016,
34,102,3468,2.539,0.771,0.748,,,0.019,
51,68,3468,2.696,0.76,0.735,,,0.011,
68,51,3468,2.627,0.779,0.756,,,0.015,
102,34,3468,2.643,0.799,0.776,,,0.016,
39,89,3471,2.6,0.763,0.739,,,0.015,
89,39,3471,2.623,0.851,0.828,,,0.015,
28,124,3472,,0.859,0.844,,,0.028,
31,112,3472,2.583,0.776,0.755,,,0.016,
56,62,3472,2.663,0.807,0.784,,,0.011,
62,56,3472,2.68,0.804,0.775,,,0.011,
112,31,3472,2.755,0.871,0.847,,,0.012,
124,28,3472,,0.8,0.78,,,0.011,
25,139,3475,,0.771,0.752,,,0.035,
139,25,3475,,0.836,0.811,,,0.012,
44,79,3476,2.652,0.787,0.768,,,0.011,
79,44,3476,2.604,0.783,0.764,,,0.012,
57,61,3477,2.579,0.771,0.756,,,0.012,
61,57,3477,2.631,0.768,0.752,,,0.011,
37,94,3478,2.639,0.791,0.771,,,0.015,
47,74,3478,2.676,0.807,0.792,,,0.016,
74,47,3478,2.716,0.859,0.84,,,0.015,
94,37,3478,2.676,0.796,0.775,,,0.015,
49,71,3479,2.639,0.819,0.796,,,0.016,
71,49,3479,2.592,0.811,0.791,,,0.015,
24,145,3480,,0.812,0.791,,,0.019,
29,120,3480,,0.779,0.76,,,0.012,
30,116,3480,,0.768,0.748,,,0.015,
40,87,3480,2.567,0.768,0.747,,,0.015,
58,60,3480,2.679,0.796,0.775,,,0.016,
60,58,3480,2.708,0.768,0.747,,,0.027,
87,40,3480,2.659,0.788,0.768,,,0.016,
116,30,3480,,0.803,0.783,,,0.015,
120,29,3480,,0.8,0.78,,,0.015,
145,24,3480,,0.867,0.847,,,0.016,
59,59,3481,2.591,0.851,0.832,,,0.015,
27,129,3483,,0.831,0.811,,,0.056,
43,81,3483,2.588,0.804,0.784,,,0.011,
81,43,3483,2.711,0.815,0.792,,,0.011,
129,27,3483,,0.851,0.835,,,0.012,
26,134,3484,,0.776,0.755,,,0.011,
52,67,3484,2.756,0.784,0.76,,,0.015,
67,52,3484,2.615,0.792,0.764,,,0.016,
134,26,3484,,0.82,0.8,,,0.015,
41,85,3485,2.6,0.772,0.755,,,0.015,
85,41,3485,2.639,0.788,0.768,,,0.016,
42,83,3486,2.612,0.771,0.751,,,0.015,
83,42,3486,2.864,0.792,0.771,,,0.015,
32,109,3488,2.591,0.775,0.76,,,0.019,
109,32,3488,2.708,0.831,0.811,,,0.016,
36,97,3492,2.76,0.844,0.823,,,0.015,
97,36,3492,2.639,0.804,0.783,,,0.015,
38,92,3496,2.604,0.772,0.751,,,0.008,
46,76,3496,2.623,0.824,0.804,,,0.011,
76,46,3496,2.663,0.788,0.771,,,0.015,
92,38,3496,2.652,0.799,0.776,,,0.016,
33,106,3498,2.635,0.811,0.792,,,0.015,
53,66,3498,2.592,0.804,0.783,,,0.015,
66,53,3498,2.568,0.779,0.755,,,0.016,
106,33,3498,2.74,0.876,0.856,,,0.028,
25,140,3500,,0.791,0.768,,,0.011,
28,125,3500,,0.779,0.76,,,0.011,
35,100,3500,2.651,0.788,0.771,,,0.012,
50,70,3500,2.787,0.855,0.836,,,0.015,
70,50,3500,2.688,0.844,0.819,,,0.015,
100,35,3500,2.668,0.804,0.784,,,0.032,
125,28,3500,,0.844,0.823,,,0.011,
140,25,3500,,0.86,0.839,,,0.012,
34,103,3502,2.632,0.788,0.768,,,0.011,
103,34,3502,2.704,0.84,0.824,,,0.011,
31,113,3503,2.664,0.839,0.82,,,0.012,
113,31,3503,2.699,0.82,0.799,,,0.015,
24,146,3504,,0.788,0.763,,,0.011,
48,73,3504,2.652,0.78,0.755,,,0.015,
73,48,3504,2.632,0.784,0.759,,,0.016,
146,24,3504,,0.816,0.791,,,0.015,
29,121,3509,,0.84,0.819,,,0.019,
121,29,3509,,0.912,0.891,,,0.012,
26,135,3510,,0.84,0.815,,,0.012,
27,130,3510,,0.807,0.784,,,0.015,
30,117,3510,,0.827,0.804,,,0.016,
39,90,3510,2.648,0.779,0.764,,,0.015,
45,78,3510,2.775,0.775,0.756,,,0.028,
54,65,3510,2.739,0.775,0.756,,,0.011,
65,54,3510,2.659,0.783,0.768,,,0.012,
78,45,3510,2.636,0.811,0.788,,,0.012,
90,39,3510,2.612,0.779,0.764,,,0.011,
117,30,3510,,0.803,0.787,,,0.012,
130,27,3510,,0.82,0.799,,,0.028,
135,26,3510,,0.815,0.791,,,0.016,
37,95,3515,2.615,0.8,0.775,,,0.015,
95,37,3515,2.664,0.8,0.775,,,0.015,
51,69,3519,2.743,0.807,0.787,,,0.016,
69,51,3519,2.76,0.82,0.799,,,0.015,
32,110,3520,2.695,0.851,0.831,,,0.015,
40,88,3520,2.695,0.8,0.78,,,0.012,
44,80,3520,2.636,0.771,0.747,,,0.012,
55,64,3520,2.659,0.804,0.779,,,0.011,
64,55,3520,2.792,0.787,0.771,,,0.012,
80,44,3520,2.787,0.807,0.784,,,0.016,
88,40,3520,2.672,0.796,0.779,,,0.011,
110,32,3520,2.784,0.847,0.827,,,0.011,
25,141,3525,,0.779,0.76,,,0.012,
47,75,3525,2.644,0.787,0.764,,,0.012,
75,47,3525,2.739,0.851,0.832,,,0.011,
141,25,3525,,0.916,0.896,,,0.024,
41,86,3526,2.804,0.819,0.8,,,0.015,
43,82,3526,2.632,0.827,0.804,,,0.016,
82,43,3526,2.723,0.844,0.828,,,0.015,
86,41,3526,2.704,0.784,0.764,,,0.015,
24,147,3528,,0.787,0.764,,,0.012,
28,126,3528,,0.795,0.775,,,0.028,
36,98,3528,2.648,0.784,0.764,,,0.011,
42,84,3528,2.684,0.804,0.779,,,0.011,
49,72,3528,2.819,0.78,0.764,,,0.012,
56,63,3528,2.648,0.784,0.764,,,0.011,
63,56,3528,2.672,0.796,0.775,,,0.011,
72,49,3528,2.659,0.783,0.764,,,0.012,
84,42,3528,2.743,0.887,0.868,,,0.015,
98,36,3528,2.728,0.807,0.784,,,0.015,
126,28,3528,,0.847,0.823,,,0.016,
147,24,3528,,0.876,0.852,,,0.015,
33,107,3531,2.596,0.784,0.763,,,0.019,
107,33,3531,2.859,0.891,0.871,,,0.015,
31,114,3534,2.66,0.827,0.804,,,0.016,
38,93,3534,2.615,0.784,0.764,,,0.015,
57,62,3534,2.764,0.783,0.764,,,0.015,
62,57,3534,2.744,0.804,0.784,,,0.016,
93,38,3534,2.703,0.811,0.788,,,0.019,
114,31,3534,2.764,0.827,0.807,,,0.015,
35,101,3535,2.755,0.864,0.844,,,0.016,
101,35,3535,2.748,0.824,0.8,,,0.015,
26,136,3536,,0.876,0.856,,,0.015,
34,104,3536,2.663,0.791,0.771,,,0.015,
52,68,3536,2.663,0.836,0.816,,,0.02,
68,52,3536,2.684,0.819,0.8,,,0.015,
104,34,3536,2.711,0.812,0.791,,,0.015,
136,26,3536,,0.82,0.799,,,0.016,
27,131,3537,,0.788,0.768,,,0.015,
131,27,3537,,0.827,0.807,,,0.024,
29,122,3538,,0.8,0.784,,,0.011,
58,61,3538,2.724,0.784,0.768,,,0.012,
61,58,3538,2.827,0.8,0.775,,,0.012,
122,29,3538,,0.815,0.796,,,0.011,
30,118,3540,,0.795,0.775,,,0.012,
59,60,3540,2.676,0.863,0.844,,,0.028,
60,59,3540,2.684,0.872,0.856,,,0.016,
118,30,3540,,0.852,0.827,,,0.015,
46,77,3542,2.623,0.807,0.783,,,0.015,
77,46,3542,2.664,0.836,0.815,,,0.016,
39,91,3549,2.728,0.844,0.824,,,0.015,
91,39,3549,2.776,0.875,0.852,,,0.015,
25,142,3550,,0.812,0.787,,,0.015,
50,71,3550,2.771,0.804,0.78,,,0.016,
71,50,3550,2.819,0.8,0.779,,,0.015,
142,25,3550,,0.828,0.803,,,0.015,
53,67,3551,2.668,0.796,0.771,,,0.02,
67,53,3551,2.659,0.804,0.783,,,0.012,
24,148,3552,,0.792,0.771,,,0.011,
32,111,3552,2.663,0.795,0.771,,,0.012,
37,96,3552,2.664,0.807,0.784,,,0.012,
48,74,3552,2.703,0.82,0.799,,,0.011,
74,48,3552,2.864,0.856,0.835,,,0.024,
96,37,3552,2.715,0.811,0.788,,,0.011,
111,32,3552,2.807,0.875,0.856,,,0.012,
148,24,3552,,0.836,0.812,,,0.011,
45,79,3555,2.724,0.788,0.764,,,0.011,
79,45,3555,2.831,0.815,0.792,,,0.012,
28,127,3556,,0.787,0.76,,,0.024,
127,28,3556,,0.831,0.807,,,0.012,
40,89,3560,2.655,0.788,0.768,,,0.011,
89,40,3560,2.803,0.804,0.779,,,0.012,
26,137,3562,,0.851,0.832,,,0.012,
137,26,3562,,0.92,0.895,,,0.024,
27,132,3564,,0.84,0.819,,,0.015,
33,108,3564,2.775,0.84,0.824,,,0.015,
36,99,3564,2.684,0.803,0.78,,,0.016,
44,81,3564,2.831,0.819,0.8,,,0.015,
54,66,3564,2.724,0.807,0.784,,,0.015,
66,54,3564,2.684,0.795,0.775,,,0.028,
81,44,3564,2.711,0.832,0.812,,,0.016,
99,36,3564,2.771,0.82,0.799,,,0.015,
108,33,3564,2.731,0.815,0.796,,,0.015,
132,27,3564,,0.836,0.816,,,0.016,
31,115,3565,2.8,0.879,0.86,,,0.015,
115,31,3565,2.855,0.86,0.844,,,0.019,
29,123,3567,,0.863,0.844,,,0.015,
41,87,3567,2.74,0.88,0.859,,,0.016,
87,41,3567,2.884,0.868,0.847,,,0.015,
123,29,3567,,0.855,0.84,,,0.015,
43,83,3569,2.771,0.844,0.823,,,0.019,
83,43,3569,2.731,0.792,0.771,,,0.016,
30,119,3570,,0.796,0.779,,,0.015,
34,105,3570,2.72,0.788,0.775,,,0.015,
35,102,3570,2.667,0.788,0.771,,,0.016,
42,85,3570,2.652,0.792,0.771,,,0.015,
51,70,3570,2.788,0.795,0.771,,,0.024,
70,51,3570,2.827,0.8,0.78,,,0.015,
85,42,3570,2.792,0.807,0.787,,,0.016,
102,35,3570,2.788,0.852,0.831,,,0.015,
105,34,3570,2.851,0.879,0.86,,,0.015,
119,30,3570,,0.891,0.872,,,0.012,
38,94,3572,2.684,0.803,0.784,,,0.027,
47,76,3572,2.68,0.835,0.815,,,0.016,
76,47,3572,2.703,0.844,0.824,,,0.011,
94,38,3572,2.755,0.82,0.795,,,0.016,
25,143,3575,,0.804,0.779,,,0.015,
55,65,3575,2.8,0.807,0.792,,,0.024,
65,55,3575,2.875,0.823,0.807,,,0.015,
143,25,3575,,0.831,0.811,,,0.016,
24,149,3576,,0.8,0.78,,,0.015,
149,24,3576,,0.844,0.827,,,0.015,
49,73,3577,2.716,0.788,0.768,,,0.016,
73,49,3577,2.731,0.847,0.831,,,0.027,
28,128,3584,,0.876,0.855,,,0.016,
32,112,3584,2.692,0.807,0.788,,,0.015,
56,64,3584,2.731,0.832,0.811,,,0.015,
64,56,3584,2.815,0.823,0.811,,,0.016,
112,32,3584,2.86,0.868,0.847,,,0.024,
128,28,3584,,0.823,0.811,,,0.015,
26,138,3588,,0.796,0.776,,,0.011,
39,92,3588,2.779,0.86,0.84,,,0.012,
46,78,3588,2.84,0.792,0.768,,,0.012,
52,69,3588,2.78,0.796,0.775,,,0.011,
69,52,3588,2.747,0.804,0.779,,,0.019,
78,46,3588,2.756,0.807,0.787,,,0.016,
92,39,3588,2.775,0.807,0.784,,,0.015,
138,26,3588,,0.916,0.895,,,0.015,
37,97,3589,2.704,0.8,0.779,,,0.016,
97,37,3589,2.791,0.816,0.795,,,0.015,
27,133,3591,,0.836,0.811,,,0.015,
57,63,3591,2.699,0.851,0.832,,,0.012,
63,57,3591,2.904,0.787,0.764,,,0.015,
133,27,3591,,0.831,0.807,,,0.015,
29,124,3596,,0.824,0.8,,,0.012,
31,116,3596,,0.815,0.796,,,0.015,
58,62,3596,2.823,0.8,0.78,,,0.011,
62,58,3596,2.768,0.8,0.775,,,0.012,
116,31,3596,,0.823,0.807,,,0.016,
124,29,3596,,0.84,0.816,,,0.015,
33,109,3597,2.807,0.876,0.851,,,0.015,
109,33,3597,2.867,0.875,0.856,,,0.024,
59,61,3599,2.731,0.855,0.832,,,0.016,
61,59,3599,2.728,0.868,0.844,,,0.015,
24,150,3600,,0.851,0.827,,,0.011,
25,144,3600,,0.824,0.807,,,0.012,
30,120,3600,,0.804,0.775,,,0.011,
36,100,3600,2.731,0.807,0.788,,,0.015,
40,90,3600,2.775,0.792,0.768,,,0.015,
45,80,3600,2.827,0.816,0.795,,,0.016,
48,75,3600,2.8,0.792,0.771,,,0.015,
50,72,3600,2.752,0.803,0.779,,,0.015,
60,60,3600,2.779,0.807,0.784,,,0.024,
72,50,3600,2.811,0.804,0.779,,,0.012,
75,48,3600,2.931,0.88,0.859,,,0.012,
80,45,3600,2.807,0.903,0.884,,,0.011,
90,40,3600,2.812,0.832,0.811,,,0.015,
100,36,3600,2.763,0.811,0.788,,,0.012,
120,30,3600,,0.872,0.847,,,0.019,
144,25,3600,,0.847,0.831,,,0.015,
150,24,3600,,0.859,0.84,,,0.016,
34,106,3604,2.731,0.799,0.78,,,0.015,
53,68,3604,2.755,0.828,0.811,,,0.015,
68,53,3604,2.784,0.796,0.771,,,0.024,
106,34,3604,2.908,0.9,0.879,,,0.015,
35,103,3605,2.743,0.824,0.803,,,0.016,
103,35,3605,2.851,0.819,0.804,,,0.015,
41,88,3608,2.884,0.856,0.831,,,0.015,
44,82,3608,2.783,0.887,0.867,,,0.016,
82,44,3608,2.779,0.859,0.836,,,0.024,
88,41,3608,2.807,0.876,0.851,,,0.015,
38,95,3610,2.695,0.795,0.775,,,0.015,
95,38,3610,2.836,0.855,0.835,,,0.016,
28,129,3612,,0.796,0.775,,,0.015,
42,86,3612,2.719,0.792,0.771,,,0.015,
43,84,3612,2.832,0.807,0.783,,,0.015,
84,43,3612,2.923,0.823,0.804,,,0.016,
86,42,3612,2.784,0.815,0.8,,,0.015,
129,28,3612,,0.836,0.816,,,0.015,
26,139,3614,,0.807,0.783,,,0.016,
139,26,3614,,0.868,0.848,,,0.015,
32,113,3616,2.847,0.864,0.844,,,0.011,
113,32,3616,2.8,0.84,0.815,,,0.012,
27,134,3618,,0.844,0.823,,,0.011,
54,67,3618,2.787,0.832,0.816,,,0.011,
67,54,3618,2.771,0.851,0.827,,,0.016,
134,27,3618,,0.844,0.819,,,0.015,
47,77,3619,2.851,0.828,0.804,,,0.015,
77,47,3619,2.903,0.807,0.792,,,0.016,
51,71,3621,2.807,0.815,0.796,,,0.015,
71,51,3621,2.784,0.811,0.792,,,0.011,
25,145,3625,,0.811,0.791,,,0.015,
29,125,3625,,0.807,0.783,,,0.012,
125,29,3625,,0.836,0.82,,,0.015,
145,25,3625,,0.931,0.908,,,0.016,
37,98,3626,2.728,0.812,0.791,,,0.015,
49,74,3626,2.771,0.852,0.835,,,0.011,
74,49,3626,2.836,0.836,0.816,,,0.019,
98,37,3626,2.827,0.827,0.807,,,0.012,
31,117,3627,,0.792,0.768,,,0.012,
39,93,3627,2.804,0.864,0.84,,,0.015,
93,39,3627,2.88,0.871,0.851,,,0.015,
117,31,3627,,0.844,0.824,,,0.04,
30,121,3630,,0.807,0.787,,,0.015,
33,110,3630,2.815,0.804,0.788,,,0.015,
55,66,3630,2.92,0.807,0.787,,,0.016,
66,55,3630,2.76,0.816,0.795,,,0.015,
110,33,3630,2.8,0.831,0.811,,,0.015,
121,30,3630,,0.94,0.92,,,0.012,
46,79,3634,2.779,0.84,0.815,,,0.012,
79,46,3634,2.8,0.84,0.819,,,0.015,
36,101,3636,2.719,0.8,0.783,,,0.015,
101,36,3636,2.931,0.907,0.888,,,0.016,
34,107,3638,2.796,0.831,0.815,,,0.028,
107,34,3638,2.839,0.844,0.82,,,0.015,
26,140,3640,,0.804,0.779,,,0.015,
28,130,3640,,0.832,0.811,,,0.016,
35,104,3640,2.724,0.807,0.788,,,0.015,
40,91,3640,2.807,0.856,0.831,,,0.015,
52,70,3640,2.836,0.811,0.792,,,0.028,
56,65,3640,2.92,0.811,0.787,,,0.015,
65,56,3640,2.791,0.904,0.884,,,0.012,
70,52,3640,2.864,0.887,0.863,,,0.011,
91,40,3640,2.891,0.876,0.856,,,0.011,
104,35,3640,2.847,0.824,0.804,,,0.016,
130,28,3640,,0.876,0.856,,,0.015,
140,26,3640,,0.855,0.832,,,0.011,
27,135,3645,,0.811,0.792,,,0.012,
45,81,3645,2.764,0.8,0.779,,,0.012,
81,45,3645,2.748,0.823,0.807,,,0.011,
135,27,3645,,0.836,0.82,,,0.015,
32,114,3648,2.759,0.816,0.791,,,0.016,
38,96,3648,2.755,0.811,0.791,,,0.015,
48,76,3648,2.88,0.804,0.784,,,0.015,
57,64,3648,2.895,0.887,0.872,,,0.012,
64,57,3648,2.779,0.896,0.871,,,0.012,
76,48,3648,2.82,0.844,0.819,,,0.015,
96,38,3648,2.911,0.916,0.891,,,0.015,
114,32,3648,2.948,0.856,0.839,,,0.016,
41,89,3649,2.775,0.795,0.779,,,0.011,
89,41,3649,2.899,0.84,0.82,,,0.011,
25,146,3650,,0.795,0.779,,,0.012,
50,73,3650,2.931,0.827,0.807,,,0.011,
73,50,3650,2.835,0.815,0.792,,,0.015,
146,25,3650,,0.851,0.828,,,0.016,
44,83,3652,2.768,0.819,0.796,,,0.015,
83,44,3652,2.827,0.8,0.779,,,0.015,
29,126,3654,,0.836,0.812,,,0.019,
42,87,3654,2.888,0.896,0.876,,,0.016,
58,63,3654,2.891,0.864,0.847,,,0.015,
63,58,3654,2.844,0.887,0.859,,,0.011,
87,42,3654,2.807,0.856,0.835,,,0.012,
126,29,3654,,0.876,0.86,,,0.016,
43,85,3655,2.8,0.811,0.792,,,0.011,
85,43,3655,2.88,0.82,0.795,,,0.011,
53,69,3657,2.96,0.811,0.791,,,0.012,
69,53,3657,2.819,0.828,0.807,,,0.015,
31,118,3658,,0.807,0.787,,,0.015,
59,62,3658,2.788,0.819,0.804,,,0.024,
62,59,3658,2.795,0.811,0.792,,,0.016,
118,31,3658,,0.831,0.811,,,0.015,
30,122,3660,,0.891,0.864,,,0.015,
60,61,3660,2.891,0.899,0.876,,,0.015,
61,60,3660,2.903,0.859,0.836,,,0.016,
122,30,3660,,0.871,0.844,,,0.012,
33,111,3663,2.779,0.827,0.804,,,0.015,
37,99,3663,2.784,0.812,0.788,,,0.015,
99,37,3663,2.896,0.864,0.844,,,0.016,
111,33,3663,2.96,0.903,0.884,,,0.015,
26,141,3666,,0.828,0.807,,,0.019,
39,94,3666,2.795,0.803,0.78,,,0.015,
47,78,3666,2.832,0.819,0.8,,,0.016,
78,47,3666,2.824,0.823,0.8,,,0.011,
94,39,3666,2.815,0.832,0.807,,,0.011,
141,26,3666,,0.927,0.904,,,0.036,
28,131,3668,,0.899,0.884,,,0.015,
131,28,3668,,0.887,0.872,,,0.015,
27,136,3672,,0.872,0.847,,,0.016,
34,108,3672,2.783,0.811,0.788,,,0.015,
36,102,3672,2.888,0.895,0.876,,,0.015,
51,72,3672,2.795,0.804,0.784,,,0.016,
54,68,3672,2.836,0.823,0.804,,,0.012,
68,54,3672,2.88,0.827,0.804,,,0.011,
72,51,3672,2.935,0.807,0.788,,,0.012,
102,36,3672,2.911,0.891,0.867,,,0.016,
108,34,3672,2.908,0.839,0.824,,,0.024,
136,27,3672,,0.847,0.828,,,0.015,
25,147,3675,,0.895,0.88,,,0.011,
35,105,3675,2.788,0.807,0.792,,,0.012,
49,75,3675,2.792,0.851,0.832,,,0.015,
75,49,3675,2.828,0.847,0.831,,,0.015,
105,35,3675,2.876,0.851,0.827,,,0.024,
147,25,3675,,0.859,0.836,,,0.015,
32,115,3680,2.935,0.903,0.884,,,0.016,
40,92,3680,2.824,0.832,0.807,,,0.015,
46,80,3680,2.796,0.835,0.811,,,0.011,
80,46,3680,3.011,0.815,0.796,,,0.024,
92,40,3680,2.851,0.836,0.811,,,0.016,
115,32,3680,2.896,0.847,0.827,,,0.015,
29,127,3683,,0.828,0.807,,,0.011,
127,29,3683,,0.952,0.931,,,0.012,
55,67,3685,2.871,0.867,0.847,,,0.016,
67,55,3685,2.851,0.86,0.84,,,0.019,
38,97,3686,2.864,0.867,0.847,,,0.011,
97,38,3686,2.971,0.895,0.871,,,0.015,
31,119,3689,,0.8,0.775,,,0.016,
119,31,3689,,0.844,0.819,,,0.015,
30,123,3690,,0.82,0.795,,,0.024,
41,90,3690,2.787,0.811,0.796,,,0.015,
45,82,3690,2.86,0.811,0.788,,,0.012,
82,45,3690,2.988,0.836,0.815,,,0.015,
90,41,3690,2.975,0.828,0.803,,,0.015,
123,30,3690,,0.852,0.827,,,0.016,
26,142,3692,,0.9,0.875,,,0.024,
52,71,3692,2.783,0.884,0.863,,,0.015,
71,52,3692,2.855,0.859,0.84,,,0.015,
142,26,3692,,0.891,0.872,,,0.016,
28,132,3696,,0.88,0.856,,,0.012,
33,112,3696,2.867,0.827,0.804,,,0.019,
42,88,3696,2.859,0.832,0.811,,,0.015,
44,84,3696,2.952,0.823,0.8,,,0.015,
48,77,3696,2.916,0.823,0.8,,,0.016,
56,66,3696,2.844,0.807,0.792,,,0.015,
66,56,3696,2.851,0.831,0.811,,,0.011,
77,48,3696,2.864,0.823,0.8,,,0.019,
