list length,iteration count,term size,Rewrite_for,rewriting,rewriting (vm only),"rewrite_strat(topdown,bottomup)","rewrite_strat(bottomup,bottomup)",cps+vm_compute,setoid_rewrite
38,82,3116,2.203,0.731,0.715,,,0.012,
41,76,3116,2.22,0.795,0.776,,,0.011,
76,41,3116,2.279,0.824,0.807,,,0.012,
82,38,3116,2.42,0.815,0.795,,,0.015,
24,130,3120,,0.784,0.755,,,0.012,
26,120,3120,,0.768,0.747,,,0.011,
30,104,3120,2.187,0.7,0.68,,,0.011,
39,80,3120,2.235,0.739,0.72,,,0.012,
40,78,3120,2.184,0.748,0.728,,,0.011,
48,65,3120,2.248,0.763,0.74,,,0.012,
52,60,3120,2.207,0.751,0.728,,,0.011,
60,52,3120,2.296,0.78,0.755,,,0.012,
65,48,3120,2.355,0.744,0.724,,,0.02,
78,40,3120,2.283,0.756,0.735,,,0.011,
80,39,3120,2.268,0.768,0.748,,,0.015,
104,30,3120,2.276,0.723,0.7,,,0.012,
120,26,3120,,0.784,0.759,,,0.015,
130,24,3120,,0.831,0.811,,,0.012,
22,142,3124,,0.844,0.82,,,0.011,
44,71,3124,2.22,0.788,0.768,,,0.011,
71,44,3124,2.224,0.811,0.791,,,0.012,
142,22,3124,,0.82,0.795,,,0.011,
25,125,3125,,0.791,0.768,,,0.012,
125,25,3125,,0.779,0.76,,,0.011,
53,59,3127,2.307,0.747,0.728,,,0.012,
59,53,3127,2.307,0.748,0.727,,,0.016,
23,136,3128,,0.756,0.735,,,0.011,
34,92,3128,2.279,0.751,0.731,,,0.012,
46,68,3128,2.256,0.739,0.72,,,0.011,
68,46,3128,2.268,0.743,0.724,,,0.011,
92,34,3128,2.296,0.771,0.751,,,0.016,
136,23,3128,,0.783,0.764,,,0.015,
21,149,3129,,0.748,0.728,,,0.011,
149,21,3129,,0.892,0.871,,,0.012,
31,101,3131,2.187,0.715,0.695,,,0.011,
101,31,3131,2.276,0.735,0.719,,,0.012,
27,116,3132,,0.764,0.743,,,0.011,
29,108,3132,2.18,0.695,0.676,,,0.024,
36,87,3132,2.199,0.763,0.744,,,0.011,
54,58,3132,2.235,0.748,0.728,,,0.012,
58,54,3132,2.311,0.76,0.739,,,0.011,
87,36,3132,2.391,0.775,0.755,,,0.012,
108,29,3132,2.236,0.715,0.695,,,0.012,
116,27,3132,,0.795,0.775,,,0.015,
33,95,3135,2.268,0.767,0.748,,,0.019,
55,57,3135,2.252,0.756,0.735,,,0.012,
57,55,3135,2.215,0.751,0.731,,,0.015,
95,33,3135,2.347,0.775,0.759,,,0.012,
28,112,3136,2.227,0.707,0.687,,,0.011,
32,98,3136,2.244,0.7,0.683,,,0.012,
49,64,3136,2.224,0.835,0.816,,,0.019,
56,56,3136,2.275,0.771,0.748,,,0.011,
64,49,3136,2.312,0.804,0.784,,,0.012,
98,32,3136,2.272,0.728,0.707,,,0.012,
112,28,3136,2.247,0.727,0.707,,,0.011,
43,73,3139,2.315,0.748,0.728,,,0.012,
73,43,3139,2.251,0.755,0.74,,,0.015,
24,131,3144,,0.755,0.74,,,0.011,
131,24,3144,,0.796,0.771,,,0.016,
37,85,3145,2.212,0.776,0.751,,,0.011,
85,37,3145,2.271,0.76,0.739,,,0.012,
22,143,3146,,0.768,0.747,,,0.011,
26,121,3146,,0.756,0.735,,,0.011,
121,26,3146,,0.784,0.76,,,0.019,
143,22,3146,,0.855,0.836,,,0.016,
47,67,3149,2.355,0.811,0.792,,,0.011,
67,47,3149,2.408,0.815,0.796,,,0.016,
21,150,3150,,0.771,0.756,,,0.011,
25,126,3150,,0.771,0.751,,,0.012,
30,105,3150,2.279,0.768,0.744,,,0.016,
35,90,3150,2.279,0.747,0.724,,,0.011,
42,75,3150,2.244,0.759,0.736,,,0.012,
45,70,3150,2.199,0.763,0.744,,,0.011,
50,63,3150,2.256,0.759,0.739,,,0.011,
63,50,3150,2.367,0.779,0.76,,,0.012,
70,45,3150,2.392,0.764,0.744,,,0.011,
75,42,3150,2.235,0.76,0.739,,,0.011,
90,35,3150,2.3,0.764,0.743,,,0.012,
105,30,3150,2.347,0.776,0.759,,,0.011,
126,25,3150,,0.779,0.76,,,0.012,
150,21,3150,,0.875,0.856,,,0.011,
23,137,3151,,0.844,0.824,,,0.012,
137,23,3151,,0.827,0.8,,,0.012,
38,83,3154,2.211,0.799,0.78,,,0.011,
83,38,3154,2.22,0.783,0.764,,,0.012,
41,77,3157,2.395,0.784,0.764,,,0.011,
77,41,3157,2.347,0.764,0.743,,,0.015,
27,117,3159,,0.764,0.743,,,0.012,
39,81,3159,2.219,0.755,0.735,,,0.015,
81,39,3159,2.292,0.776,0.751,,,0.011,
117,27,3159,,0.811,0.788,,,0.016,
40,79,3160,2.235,0.748,0.728,,,0.011,
79,40,3160,2.311,0.775,0.755,,,0.012,
29,109,3161,2.24,0.703,0.688,,,0.011,
109,29,3161,2.291,0.743,0.723,,,0.015,
31,102,3162,2.276,0.715,0.692,,,0.012,
34,93,3162,2.291,0.755,0.735,,,0.011,
51,62,3162,2.336,0.82,0.799,,,0.011,
62,51,3162,2.344,0.784,0.759,,,0.012,
93,34,3162,2.359,0.776,0.763,,,0.011,
102,31,3162,2.34,0.744,0.724,,,0.012,
28,113,3164,2.275,0.72,0.7,,,0.019,
113,28,3164,2.348,0.74,0.72,,,0.015,
22,144,3168,,0.764,0.748,,,0.012,
24,132,3168,,0.779,0.76,,,0.011,
32,99,3168,2.259,0.72,0.7,,,0.011,
33,96,3168,2.336,0.772,0.751,,,0.016,
36,88,3168,2.284,0.755,0.736,,,0.015,
44,72,3168,2.264,0.763,0.744,,,0.012,
48,66,3168,2.275,0.755,0.736,,,0.012,
66,48,3168,2.311,0.759,0.744,,,0.011,
72,44,3168,2.42,0.831,0.811,,,0.012,
88,36,3168,2.34,0.88,0.855,,,0.011,
96,33,3168,2.384,0.764,0.743,,,0.024,
99,32,3168,2.332,0.723,0.7,,,0.015,
132,24,3168,,0.82,0.795,,,0.012,
144,22,3168,,0.816,0.795,,,0.011,
26,122,3172,,0.768,0.748,,,0.012,
52,61,3172,2.243,0.755,0.74,,,0.011,
61,52,3172,2.288,0.759,0.744,,,0.015,
122,26,3172,,0.835,0.812,,,0.02,
23,138,3174,,0.755,0.736,,,0.011,
46,69,3174,2.283,0.768,0.744,,,0.011,
69,46,3174,2.355,0.768,0.744,,,0.012,
138,23,3174,,0.811,0.791,,,0.011,
25,127,3175,,0.764,0.743,,,0.016,
127,25,3175,,0.867,0.847,,,0.019,
30,106,3180,2.243,0.711,0.692,,,0.011,
53,60,3180,2.376,0.791,0.771,,,0.016,
60,53,3180,2.34,0.788,0.771,,,0.011,
106,30,3180,2.296,0.74,0.72,,,0.011,
37,86,3182,2.307,0.811,0.788,,,0.016,
43,74,3182,2.271,0.755,0.735,,,0.015,
74,43,3182,2.284,0.775,0.756,,,0.011,
86,37,3182,2.443,0.795,0.771,,,0.012,
35,91,3185,2.259,0.724,0.699,,,0.011,
49,65,3185,2.372,0.788,0.768,,,0.012,
65,49,3185,2.351,0.759,0.744,,,0.015,
91,35,3185,2.38,0.796,0.775,,,0.011,
27,118,3186,,0.763,0.744,,,0.02,
54,59,3186,2.252,0.763,0.744,,,0.011,
59,54,3186,2.296,0.775,0.755,,,0.011,
118,27,3186,,0.851,0.836,,,0.012,
22,145,3190,,0.86,0.844,,,0.011,
29,110,3190,2.296,0.744,0.72,,,0.016,
55,58,3190,2.335,0.824,0.8,,,0.024,
58,55,3190,2.384,0.788,0.768,,,0.015,
110,29,3190,2.307,0.751,0.728,,,0.011,
145,22,3190,,0.812,0.788,,,0.012,
24,133,3192,,0.768,0.748,,,0.011,
28,114,3192,2.268,0.711,0.695,,,0.012,
38,84,3192,2.364,0.755,0.736,,,0.011,
42,76,3192,2.304,0.783,0.764,,,0.011,
56,57,3192,2.287,0.764,0.739,,,0.016,
57,56,3192,2.288,0.776,0.755,,,0.011,
76,42,3192,2.416,0.776,0.759,,,0.012,
84,38,3192,2.46,0.779,0.759,,,0.011,
114,28,3192,2.371,0.74,0.72,,,0.028,
133,24,3192,,0.896,0.871,,,0.011,
31,103,3193,2.36,0.783,0.764,,,0.012,
103,31,3193,2.384,0.788,0.768,,,0.011,
45,71,3195,2.384,0.788,0.768,,,0.011,
71,45,3195,2.319,0.791,0.776,,,0.012,
34,94,3196,2.235,0.708,0.688,,,0.011,
47,68,3196,2.276,0.755,0.735,,,0.019,
68,47,3196,2.323,0.791,0.763,,,0.016,
94,34,3196,2.343,0.743,0.728,,,0.011,
23,139,3197,,0.771,0.751,,,0.011,
139,23,3197,,0.807,0.788,,,0.012,
26,123,3198,,0.768,0.751,,,0.011,
39,82,3198,2.431,0.768,0.748,,,0.019,
41,78,3198,2.332,0.756,0.735,,,0.012,
78,41,3198,2.328,0.823,0.8,,,0.011,
82,39,3198,2.311,0.851,0.832,,,0.012,
123,26,3198,,0.859,0.84,,,0.011,
25,128,3200,,0.799,0.779,,,0.011,
32,100,3200,2.264,0.711,0.692,,,0.016,
40,80,3200,2.271,0.804,0.783,,,0.015,
50,64,3200,2.336,0.752,0.731,,,0.012,
64,50,3200,2.475,0.768,0.751,,,0.012,
80,40,3200,2.359,0.768,0.751,,,0.011,
100,32,3200,2.407,0.791,0.771,,,0.012,
128,25,3200,,0.812,0.791,,,0.024,
33,97,3201,2.375,0.771,0.751,,,0.012,
97,33,3201,2.319,0.728,0.711,,,0.011,
36,89,3204,2.3,0.764,0.744,,,0.012,
89,36,3204,2.324,0.783,0.768,,,0.015,
30,107,3210,2.307,0.72,0.7,,,0.012,
107,30,3210,2.36,0.743,0.72,,,0.015,
22,146,3212,,0.872,0.856,,,0.019,
44,73,3212,2.304,0.775,0.756,,,0.012,
73,44,3212,2.443,0.791,0.775,,,0.012,
146,22,3212,,0.836,0.816,,,0.015,
27,119,3213,,0.796,0.775,,,0.012,
51,63,3213,2.412,0.764,0.743,,,0.015,
63,51,3213,2.336,0.776,0.755,,,0.011,
119,27,3213,,0.816,0.795,,,0.012,
24,134,3216,,0.804,0.783,,,0.011,
48,67,3216,2.311,0.768,0.748,,,0.012,
67,48,3216,2.323,0.771,0.752,,,0.015,
134,24,3216,,0.823,0.804,,,0.011,
29,111,3219,2.319,0.731,0.711,,,0.024,
37,87,3219,2.307,0.775,0.756,,,0.016,
87,37,3219,2.471,0.851,0.831,,,0.011,
111,29,3219,2.511,0.827,0.807,,,0.011,
23,140,3220,,0.795,0.775,,,0.012,
28,115,3220,2.336,0.727,0.711,,,0.011,
35,92,3220,2.32,0.736,0.711,,,0.015,
46,70,3220,2.407,0.78,0.759,,,0.012,
70,46,3220,2.364,0.788,0.768,,,0.011,
92,35,3220,2.359,0.74,0.72,,,0.012,
115,28,3220,2.435,0.771,0.752,,,0.015,
140,23,3220,,0.823,0.804,,,0.011,
26,124,3224,,0.715,0.695,,,0.012,
31,104,3224,2.38,0.783,0.764,,,0.011,
52,62,3224,2.323,0.716,0.695,,,0.011,
62,52,3224,2.347,0.728,0.707,,,0.016,
104,31,3224,2.416,0.759,0.743,,,0.011,
124,26,3224,,0.819,0.804,,,0.012,
25,129,3225,,0.811,0.791,,,0.011,
43,75,3225,2.391,0.743,0.724,,,0.011,
75,43,3225,2.471,0.76,0.744,,,0.012,
129,25,3225,,0.783,0.768,,,0.015,
34,95,3230,2.331,0.731,0.708,,,0.012,
38,85,3230,2.344,0.711,0.695,,,0.012,
85,38,3230,2.42,0.728,0.708,,,0.011,
95,34,3230,2.351,0.743,0.723,,,0.016,
32,101,3232,2.307,0.715,0.696,,,0.012,
101,32,3232,2.451,0.812,0.788,,,0.015,
53,61,3233,2.336,0.715,0.695,,,0.012,
61,53,3233,2.363,0.728,0.708,,,0.012,
22,147,3234,,0.735,0.716,,,0.015,
33,98,3234,2.324,0.759,0.743,,,0.016,
42,77,3234,2.44,0.8,0.779,,,0.011,
49,66,3234,2.475,0.796,0.776,,,0.011,
66,49,3234,2.336,0.756,0.735,,,0.016,
77,42,3234,2.323,0.783,0.764,,,0.011,
98,33,3234,2.331,0.74,0.715,,,0.012,
147,22,3234,,0.796,0.775,,,0.027,
39,83,3237,2.3,0.719,0.699,,,0.016,
83,39,3237,2.412,0.731,0.712,,,0.011,
41,79,3239,2.511,0.719,0.699,,,0.012,
79,41,3239,2.38,0.724,0.708,,,0.011,
24,135,3240,,0.735,0.716,,,0.011,
27,120,3240,,0.715,0.695,,,0.012,
30,108,3240,2.324,0.74,0.719,,,0.015,
36,90,3240,2.384,0.723,0.707,,,0.011,
40,81,3240,2.304,0.712,0.695,,,0.016,
45,72,3240,2.34,0.792,0.771,,,0.011,
54,60,3240,2.435,0.787,0.771,,,0.012,
60,54,3240,2.476,0.775,0.756,,,0.015,
72,45,3240,2.391,0.759,0.739,,,0.015,
81,40,3240,2.372,0.756,0.736,,,0.012,
90,36,3240,2.363,0.792,0.768,,,0.015,
108,30,3240,2.415,0.759,0.74,,,0.011,
120,27,3240,,0.756,0.735,,,0.012,
135,24,3240,,0.779,0.76,,,0.015,
23,141,3243,,0.724,0.703,,,0.015,
47,69,3243,2.364,0.752,0.731,,,0.012,
69,47,3243,2.524,0.724,0.699,,,0.011,
141,23,3243,,0.771,0.748,,,0.011,
55,59,3245,2.399,0.728,0.707,,,0.016,
59,55,3245,2.42,0.716,0.699,,,0.011,
28,116,3248,,0.775,0.756,,,0.019,
29,112,3248,2.4,0.788,0.767,,,0.012,
56,58,3248,2.351,0.779,0.756,,,0.012,
58,56,3248,2.292,0.771,0.752,,,0.011,
112,29,3248,2.5,0.799,0.779,,,0.012,
116,28,3248,,0.804,0.779,,,0.015,
57,57,3249,2.5,0.724,0.703,,,0.015,
25,130,3250,,0.724,0.703,,,0.012,
26,125,3250,,0.724,0.703,,,0.015,
50,65,3250,2.44,0.724,0.708,,,0.012,
65,50,3250,2.384,0.736,0.719,,,0.012,
125,26,3250,,0.752,0.728,,,0.015,
130,25,3250,,0.772,0.747,,,0.024,
31,105,3255,2.332,0.731,0.711,,,0.012,
35,93,3255,2.327,0.731,0.711,,,0.011,
93,35,3255,2.364,0.74,0.72,,,0.011,
105,31,3255,2.463,0.8,0.779,,,0.016,
22,148,3256,,0.784,0.759,,,0.011,
37,88,3256,2.384,0.744,0.727,,,0.012,
44,74,3256,2.335,0.752,0.728,,,0.012,
74,44,3256,2.467,0.763,0.743,,,0.011,
88,37,3256,2.488,0.735,0.712,,,0.012,
148,22,3256,,0.779,0.756,,,0.012,
24,136,3264,,0.739,0.72,,,0.011,
32,102,3264,2.428,0.788,0.768,,,0.016,
34,96,3264,2.339,0.731,0.711,,,0.015,
48,68,3264,2.439,0.72,0.699,,,0.011,
51,64,3264,2.351,0.735,0.716,,,0.012,
64,51,3264,2.376,0.728,0.707,,,0.011,
68,48,3264,2.391,0.724,0.703,,,0.011,
96,34,3264,2.411,0.755,0.735,,,0.012,
102,32,3264,2.403,0.751,0.731,,,0.011,
136,24,3264,,0.831,0.807,,,0.011,
23,142,3266,,0.779,0.76,,,0.016,
46,71,3266,2.52,0.76,0.735,,,0.011,
71,46,3266,2.435,0.776,0.755,,,0.012,
142,23,3266,,0.771,0.751,,,0.015,
27,121,3267,,0.731,0.711,,,0.019,
33,99,3267,2.388,0.74,0.72,,,0.011,
99,33,3267,2.515,0.827,0.803,,,0.016,
121,27,3267,,0.759,0.743,,,0.011,
38,86,3268,2.384,0.724,0.704,,,0.012,
43,76,3268,2.332,0.731,0.716,,,0.015,
76,43,3268,2.384,0.74,0.715,,,0.015,
86,38,3268,2.452,0.731,0.716,,,0.012,
30,109,3270,2.376,0.759,0.74,,,0.012,
109,30,3270,2.455,0.768,0.748,,,0.015,
25,131,3275,,0.764,0.743,,,0.012,
131,25,3275,,0.796,0.771,,,0.011,
26,126,3276,,0.764,0.743,,,0.024,
28,117,3276,,0.743,0.724,,,0.011,
36,91,3276,2.355,0.731,0.715,,,0.016,
39,84,3276,2.471,0.732,0.711,,,0.011,
42,78,3276,2.444,0.743,0.72,,,0.012,
52,63,3276,2.387,0.731,0.708,,,0.015,
63,52,3276,2.359,0.751,0.731,,,0.019,
78,42,3276,2.42,0.739,0.716,,,0.012,
84,39,3276,2.484,0.743,0.728,,,0.012,
91,36,3276,2.371,0.744,0.723,,,0.015,
117,28,3276,,0.756,0.739,,,0.012,
126,26,3276,,0.832,0.811,,,0.011,
29,113,3277,2.435,0.811,0.788,,,0.024,
113,29,3277,2.464,0.8,0.775,,,0.011,
22,149,3278,,0.779,0.76,,,0.012,
149,22,3278,,0.819,0.8,,,0.015,
40,82,3280,2.5,0.731,0.716,,,0.011,
41,80,3280,2.395,0.723,0.703,,,0.012,
80,41,3280,2.4,0.739,0.72,,,0.019,
82,40,3280,2.407,0.735,0.72,,,0.011,
49,67,3283,2.384,0.731,0.716,,,0.016,
67,49,3283,2.5,0.743,0.72,,,0.011,
45,73,3285,2.515,0.723,0.703,,,0.011,
73,45,3285,2.492,0.748,0.728,,,0.016,
31,106,3286,2.387,0.728,0.703,,,0.011,
53,62,3286,2.387,0.724,0.707,,,0.015,
62,53,3286,2.412,0.78,0.755,,,0.012,
106,31,3286,2.432,0.759,0.735,,,0.011,
24,137,3288,,0.791,0.771,,,0.016,
137,24,3288,,0.8,0.775,,,0.011,
23,143,3289,,0.776,0.751,,,0.011,
143,23,3289,,0.804,0.783,,,0.028,
35,94,3290,2.388,0.751,0.723,,,0.012,
47,70,3290,2.492,0.731,0.715,,,0.011,
70,47,3290,2.547,0.752,0.731,,,0.012,
94,35,3290,2.463,0.788,0.767,,,0.012,
37,89,3293,2.364,0.739,0.72,,,0.011,
89,37,3293,2.443,0.747,0.728,,,0.016,
27,122,3294,,0.744,0.72,,,0.011,
54,61,3294,2.38,0.731,0.712,,,0.011,
61,54,3294,2.435,0.731,0.711,,,0.016,
122,27,3294,,0.824,0.804,,,0.011,
32,103,3296,2.475,0.803,0.783,,,0.012,
103,32,3296,2.491,0.772,0.756,,,0.023,
34,97,3298,2.379,0.744,0.723,,,0.016,
97,34,3298,2.427,0.759,0.74,,,0.011,
22,150,3300,,0.756,0.735,,,0.012,
25,132,3300,,0.744,0.723,,,0.012,
30,110,3300,2.423,0.735,0.711,,,0.015,
33,100,3300,2.451,0.811,0.791,,,0.016,
44,75,3300,2.531,0.755,0.739,,,0.012,
50,66,3300,2.44,0.724,0.708,,,0.015,
55,60,3300,2.539,0.735,0.719,,,0.012,
60,55,3300,2.399,0.74,0.719,,,0.011,
66,50,3300,2.404,0.735,0.715,,,0.015,
75,44,3300,2.52,0.744,0.723,,,0.024,
100,33,3300,2.472,0.776,0.751,,,0.016,
110,30,3300,2.443,0.768,0.743,,,0.015,
132,25,3300,,0.804,0.783,,,0.012,
150,22,3300,,0.807,0.788,,,0.012,
26,127,3302,,0.775,0.76,,,0.011,
127,26,3302,,0.776,0.755,,,0.019,
28,118,3304,,0.739,0.724,,,0.012,
56,59,3304,2.519,0.731,0.716,,,0.011,
59,56,3304,2.42,0.747,0.728,,,0.016,
118,28,3304,,0.792,0.771,,,0.015,
29,114,3306,2.367,0.735,0.719,,,0.011,
38,87,3306,2.38,0.743,0.72,,,0.019,
57,58,3306,2.399,0.739,0.72,,,0.012,
58,57,3306,2.444,0.731,0.712,,,0.015,
87,38,3306,2.619,0.783,0.768,,,0.012,
114,29,3306,2.516,0.771,0.755,,,0.012,
43,77,3311,2.46,0.8,0.78,,,0.011,
77,43,3311,2.52,0.771,0.751,,,0.019,
23,144,3312,,0.788,0.768,,,0.012,
24,138,3312,,0.775,0.76,,,0.011,
36,92,3312,2.443,0.8,0.779,,,0.011,
46,72,3312,2.387,0.739,0.72,,,0.016,
48,69,3312,2.38,0.731,0.716,,,0.011,
69,48,3312,2.547,0.747,0.731,,,0.024,
72,46,3312,2.5,0.759,0.735,,,0.012,
92,36,3312,2.476,0.779,0.76,,,0.012,
138,24,3312,,0.784,0.763,,,0.015,
144,23,3312,,0.776,0.759,,,0.016,
39,85,3315,2.427,0.731,0.707,,,0.011,
51,65,3315,2.435,0.783,0.768,,,0.015,
65,51,3315,2.431,0.807,0.788,,,0.012,
85,39,3315,2.5,0.819,0.8,,,0.015,
31,107,3317,2.519,0.807,0.788,,,0.011,
107,31,3317,2.596,0.82,0.8,,,0.012,
42,79,3318,2.571,0.783,0.764,,,0.011,
79,42,3318,2.536,0.739,0.72,,,0.024,
40,83,3320,2.42,0.747,0.728,,,0.015,
83,40,3320,2.44,0.771,0.748,,,0.012,
27,123,3321,,0.763,0.743,,,0.011,
41,81,3321,2.412,0.735,0.716,,,0.016,
81,41,3321,2.591,0.739,0.72,,,0.011,
123,27,3321,,0.779,0.756,,,0.032,
25,133,3325,,0.747,0.731,,,0.012,
35,95,3325,2.556,0.795,0.78,,,0.011,
95,35,3325,2.704,0.891,0.872,,,0.016,
133,25,3325,,0.859,0.84,,,0.015,
26,128,3328,,0.807,0.788,,,0.011,
32,104,3328,2.547,0.835,0.815,,,0.012,
52,64,3328,2.488,0.771,0.756,,,0.015,
64,52,3328,2.44,0.795,0.779,,,0.011,
104,32,3328,2.612,0.824,0.8,,,0.012,
128,26,3328,,0.779,0.764,,,0.011,
30,111,3330,2.532,0.799,0.771,,,0.015,
37,90,3330,2.42,0.763,0.743,,,0.024,
45,74,3330,2.431,0.735,0.716,,,0.016,
74,45,3330,2.476,0.743,0.724,,,0.011,
90,37,3330,2.567,0.768,0.744,,,0.012,
111,30,3330,2.608,0.824,0.8,,,0.015,
28,119,3332,,0.74,0.719,,,0.011,
34,98,3332,2.611,0.88,0.859,,,0.019,
49,68,3332,2.48,0.815,0.796,,,0.012,
68,49,3332,2.463,0.804,0.78,,,0.011,
98,34,3332,2.644,0.847,0.827,,,0.016,
119,28,3332,,0.807,0.788,,,0.011,
33,101,3333,2.519,0.804,0.784,,,0.011,
101,33,3333,2.592,0.832,0.811,,,0.012,
23,145,3335,,0.775,0.756,,,0.011,
29,115,3335,2.395,0.743,0.724,,,0.015,
115,29,3335,2.579,0.844,0.82,,,0.012,
145,23,3335,,0.788,0.768,,,0.011,
24,139,3336,,0.74,0.719,,,0.012,
139,24,3336,,0.796,0.775,,,0.015,
47,71,3337,2.42,0.735,0.72,,,0.015,
71,47,3337,2.444,0.764,0.743,,,0.012,
53,63,3339,2.511,0.804,0.784,,,0.011,
63,53,3339,2.568,0.831,0.811,,,0.011,
38,88,3344,2.492,0.771,0.752,,,0.016,
44,76,3344,2.463,0.787,0.764,,,0.015,
76,44,3344,2.463,0.787,0.764,,,0.012,
88,38,3344,2.515,0.787,0.76,,,0.012,
27,124,3348,,0.743,0.728,,,0.011,
31,108,3348,2.515,0.796,0.775,,,0.015,
36,93,3348,2.428,0.744,0.724,,,0.012,
54,62,3348,2.572,0.771,0.748,,,0.011,
62,54,3348,2.48,0.739,0.72,,,0.012,
93,36,3348,2.503,0.768,0.752,,,0.012,
108,31,3348,2.487,0.764,0.744,,,0.015,
124,27,3348,,0.771,0.748,,,0.012,
25,134,3350,,0.775,0.756,,,0.011,
50,67,3350,2.467,0.823,0.807,,,0.019,
67,50,3350,2.46,0.819,0.804,,,0.012,
134,25,3350,,0.819,0.8,,,0.015,
26,129,3354,,0.779,0.756,,,0.011,
39,86,3354,2.431,0.788,0.768,,,0.012,
43,78,3354,2.56,0.748,0.723,,,0.011,
78,43,3354,2.596,0.752,0.728,,,0.015,
86,39,3354,2.511,0.783,0.76,,,0.012,
129,26,3354,,0.799,0.775,,,0.007,
55,61,3355,2.444,0.739,0.724,,,0.016,
61,55,3355,2.42,0.747,0.731,,,0.015,
23,146,3358,,0.752,0.731,,,0.011,
46,73,3358,2.576,0.752,0.731,,,0.019,
73,46,3358,2.539,0.755,0.735,,,0.016,
146,23,3358,,0.836,0.815,,,0.015,
24,140,3360,,0.836,0.815,,,0.012,
28,120,3360,,0.807,0.784,,,0.012,
30,112,3360,2.5,0.811,0.792,,,0.011,
32,105,3360,2.519,0.804,0.784,,,0.019,
35,96,3360,2.455,0.748,0.728,,,0.012,
40,84,3360,2.452,0.748,0.723,,,0.011,
42,80,3360,2.475,0.744,0.724,,,0.012,
48,70,3360,2.435,0.744,0.723,,,0.015,
56,60,3360,2.528,0.775,0.752,,,0.015,
60,56,3360,2.619,0.739,0.72,,,0.019,
70,48,3360,2.548,0.743,0.724,,,0.012,
80,42,3360,2.467,0.771,0.752,,,0.012,
84,40,3360,2.488,0.759,0.739,,,0.015,
96,35,3360,2.531,0.783,0.76,,,0.016,
105,32,3360,2.523,0.771,0.748,,,0.011,
112,30,3360,2.599,0.827,0.804,,,0.019,
120,28,3360,,0.816,0.795,,,0.012,
140,24,3360,,0.812,0.787,,,0.012,
41,82,3362,2.451,0.779,0.755,,,0.011,
82,41,3362,2.592,0.775,0.752,,,0.016,
57,59,3363,2.555,0.743,0.724,,,0.015,
59,57,3363,2.488,0.775,0.752,,,0.019,
29,116,3364,,0.739,0.724,,,0.011,
58,58,3364,2.46,0.768,0.743,,,0.012,
116,29,3364,,0.779,0.76,,,0.015,
33,102,3366,2.519,0.791,0.775,,,0.015,
34,99,3366,2.427,0.74,0.715,,,0.012,
51,66,3366,2.459,0.752,0.731,,,0.015,
66,51,3366,2.603,0.779,0.759,,,0.011,
99,34,3366,2.519,0.784,0.764,,,0.012,
102,33,3366,2.524,0.776,0.748,,,0.015,
37,91,3367,2.523,0.783,0.764,,,0.015,
91,37,3367,2.568,0.832,0.811,,,0.012,
25,135,3375,,0.795,0.779,,,0.019,
27,125,3375,,0.743,0.724,,,0.011,
45,75,3375,2.536,0.752,0.731,,,0.016,
75,45,3375,2.503,0.756,0.735,,,0.011,
125,27,3375,,0.791,0.768,,,0.011,
135,25,3375,,0.807,0.784,,,0.012,
31,109,3379,2.495,0.775,0.76,,,0.019,
109,31,3379,2.548,0.784,0.764,,,0.015,
26,130,3380,,0.751,0.735,,,0.012,
52,65,3380,2.496,0.775,0.756,,,0.012,
65,52,3380,2.508,0.807,0.788,,,0.011,
130,26,3380,,0.875,0.859,,,0.016,
23,147,3381,,0.796,0.771,,,0.019,
49,69,3381,2.559,0.78,0.76,,,0.011,
69,49,3381,2.608,0.796,0.779,,,0.011,
147,23,3381,,0.796,0.775,,,0.012,
38,89,3382,2.475,0.748,0.728,,,0.015,
89,38,3382,2.544,0.784,0.768,,,0.015,
24,141,3384,,0.748,0.728,,,0.016,
36,94,3384,2.503,0.759,0.739,,,0.011,
47,72,3384,2.479,0.747,0.728,,,0.015,
72,47,3384,2.576,0.756,0.74,,,0.016,
94,36,3384,2.559,0.784,0.764,,,0.011,
141,24,3384,,0.788,0.768,,,0.012,
28,121,3388,,0.791,0.771,,,0.02,
44,77,3388,2.556,0.827,0.807,,,0.015,
77,44,3388,2.523,0.807,0.792,,,0.011,
121,28,3388,,0.819,0.796,,,0.012,
30,113,3390,2.568,0.82,0.803,,,0.011,
113,30,3390,2.583,0.812,0.788,,,0.015,
32,106,3392,2.503,0.763,0.744,,,0.016,
53,64,3392,2.496,0.748,0.728,,,0.011,
64,53,3392,2.488,0.768,0.743,,,0.011,
106,32,3392,2.552,0.779,0.756,,,0.016,
29,117,3393,,0.744,0.719,,,0.015,
39,87,3393,2.416,0.76,0.739,,,0.015,
87,39,3393,2.671,0.771,0.747,,,0.02,
117,29,3393,,0.792,0.771,,,0.015,
35,97,3395,2.583,0.811,0.791,,,0.015,
97,35,3395,2.704,0.895,0.876,,,0.015,
43,79,3397,2.579,0.855,0.836,,,0.012,
79,43,3397,2.579,0.796,0.779,,,0.011,
33,103,3399,2.607,0.827,0.804,,,0.015,
103,33,3399,2.632,0.84,0.82,,,0.016,
25,136,3400,,0.772,0.747,,,0.011,
34,100,3400,2.587,0.819,0.795,,,0.012,
40,85,3400,2.46,0.779,0.756,,,0.012,
